Query,Assessment_url
"i have a jd job description people science. people answers ! do you love contributing to commercial growth and success? join as a presales specialist! in this role, you’ll support the presales function and commercial teams by building custom client demos, developing rfp responses, writing high quality statements of work, ensuring our deals are appropriately scoped and priced. an excellent benefits package is offered in a culture where career development, with ongoing manager guidance, collaboration, flexibility, diversity and inclusivity are all intrinsic to our culture. there is a huge investment in shl currently so there ’ s no better time to become a part of something transformational. hybrid working is available this role is based in the us. candidates must be eligible to work in the us without sponsorship. shl does not offer visa sponsorship. the presales specialist is responsible for creating, curating, and presenting compelling content to support the solution architects and sales team during the presales phase. this includes: building custom demos responding to rfps maintaining knowledge of shl commercial offerings, pricing, and platforms. scoping support for commercial opportunities creating compelling proposals presenting solution vision to customers ensuring successful handover from pre-sales to delivery teams maintaining domain expertise in the talent intelligence and hcm space key responsibilities content creation and customization: develop customized content, including proposal (rfi/rfp) presentations, product demos and word/excel proposals, to support the presales process. create engaging content that clearly communicates the value proposition of shl’s solutions and services collaborate with solution architects and sales teams to ensure content aligns with client requirements, business goals, strategy collaboration with sales and technical (coe) teams: work closely with centre of excellence to understand client technical requirements and submission planning. professional services: be an expert on what products and services we deliver. ensure all aspects of client engagements can be delivered and set realistic timelines product: allowing a solid understanding of our solutions and stay appraised of digital roadmap and releases customer engagement support sales teams getting ready for client meetings, demos, and presentations help refine product positioning and messaging to resonate with the client’s industry and business context. content strategy and development develop and maintain a local library of reusable content, templates, and resources for presales presentations, proposals, and client demos. continuously assess the effectiveness of content and iterate based on client feedback and sales outcomes. stay up to date with industry trends, competitor content, and customer preferences to enhance content quality required skills and qualifications: qualification in technology, marketing, communications, business, or a related field ideally 2-4 years of experience in a presales or commercial operations preferably within a technology, saas or services industry. strong writing, editing, and presentation skills with an ability to craft clear, persuasive, and engaging content. experience with design tools (e.g., powerpoint, synthesia, adobe, canva). strong communication and collaboration skills to work cross-functional teams. ability to quickly understand customer needs and develop content that resonates with different audiences. attention to detail and ability to manage multiple content development projects simultaneously. utility player! you thrive in the unknown and enjoy wearing multiple hats desirable presales tools: walnut, custom report developer tools marketing skills: canva, synthesia contracting skills: experience writing statements of work proposal skills: populating responses to rfps, loopio technical skills: understanding of hr technology and workflows. experience solutioning complex integrations. get in touch find out how this one-off opportunity can help you to achieve your career goals by making an application to our knowledgeable talent acquisition team. choose a new path with shl. #presalesoperations #shl #careersatshl about us we unlock the possibilities of businesses through the power of people, science and technology. we started this industry of people insight more than 40 years ago and continue to lead the market with powerhouse product launches, ground-breaking science and business transformation. when you inspire and transform people’s lives, you will experience the greatest business outcomes possible. shl’s products insights, experiences, and services can help achieve growth at scale. what shl can offer you diversity, equity, inclusion and accessibility are key threads in the fabric of shl’s business and culture (find out more about dei and accessibility at shl ) employee benefits package that takes care of you and your family. support, coaching, and on-the-job development to achieve career success a fun and flexible workplace where you’ll be inspired to do your best work (find out more lifeatshl ) the ability to transform workplaces around the world for others. shl is an equal opportunity employer. we support and encourage applications from a diverse range of candidates. we can, and do make adjustments to make sure our recruitment process is as inclusive as possible. here and i have want them to give a test which is atleast 30 mins long",https://www.shl.com/solutions/products/product-catalog/view/technical-sales-associate-solution/
"i have a jd job description people science. people answers ! do you love contributing to commercial growth and success? join as a presales specialist! in this role, you’ll support the presales function and commercial teams by building custom client demos, developing rfp responses, writing high quality statements of work, ensuring our deals are appropriately scoped and priced. an excellent benefits package is offered in a culture where career development, with ongoing manager guidance, collaboration, flexibility, diversity and inclusivity are all intrinsic to our culture. there is a huge investment in shl currently so there ’ s no better time to become a part of something transformational. hybrid working is available this role is based in the us. candidates must be eligible to work in the us without sponsorship. shl does not offer visa sponsorship. the presales specialist is responsible for creating, curating, and presenting compelling content to support the solution architects and sales team during the presales phase. this includes: building custom demos responding to rfps maintaining knowledge of shl commercial offerings, pricing, and platforms. scoping support for commercial opportunities creating compelling proposals presenting solution vision to customers ensuring successful handover from pre-sales to delivery teams maintaining domain expertise in the talent intelligence and hcm space key responsibilities content creation and customization: develop customized content, including proposal (rfi/rfp) presentations, product demos and word/excel proposals, to support the presales process. create engaging content that clearly communicates the value proposition of shl’s solutions and services collaborate with solution architects and sales teams to ensure content aligns with client requirements, business goals, strategy collaboration with sales and technical (coe) teams: work closely with centre of excellence to understand client technical requirements and submission planning. professional services: be an expert on what products and services we deliver. ensure all aspects of client engagements can be delivered and set realistic timelines product: allowing a solid understanding of our solutions and stay appraised of digital roadmap and releases customer engagement support sales teams getting ready for client meetings, demos, and presentations help refine product positioning and messaging to resonate with the client’s industry and business context. content strategy and development develop and maintain a local library of reusable content, templates, and resources for presales presentations, proposals, and client demos. continuously assess the effectiveness of content and iterate based on client feedback and sales outcomes. stay up to date with industry trends, competitor content, and customer preferences to enhance content quality required skills and qualifications: qualification in technology, marketing, communications, business, or a related field ideally 2-4 years of experience in a presales or commercial operations preferably within a technology, saas or services industry. strong writing, editing, and presentation skills with an ability to craft clear, persuasive, and engaging content. experience with design tools (e.g., powerpoint, synthesia, adobe, canva). strong communication and collaboration skills to work cross-functional teams. ability to quickly understand customer needs and develop content that resonates with different audiences. attention to detail and ability to manage multiple content development projects simultaneously. utility player! you thrive in the unknown and enjoy wearing multiple hats desirable presales tools: walnut, custom report developer tools marketing skills: canva, synthesia contracting skills: experience writing statements of work proposal skills: populating responses to rfps, loopio technical skills: understanding of hr technology and workflows. experience solutioning complex integrations. get in touch find out how this one-off opportunity can help you to achieve your career goals by making an application to our knowledgeable talent acquisition team. choose a new path with shl. #presalesoperations #shl #careersatshl about us we unlock the possibilities of businesses through the power of people, science and technology. we started this industry of people insight more than 40 years ago and continue to lead the market with powerhouse product launches, ground-breaking science and business transformation. when you inspire and transform people’s lives, you will experience the greatest business outcomes possible. shl’s products insights, experiences, and services can help achieve growth at scale. what shl can offer you diversity, equity, inclusion and accessibility are key threads in the fabric of shl’s business and culture (find out more about dei and accessibility at shl ) employee benefits package that takes care of you and your family. support, coaching, and on-the-job development to achieve career success a fun and flexible workplace where you’ll be inspired to do your best work (find out more lifeatshl ) the ability to transform workplaces around the world for others. shl is an equal opportunity employer. we support and encourage applications from a diverse range of candidates. we can, and do make adjustments to make sure our recruitment process is as inclusive as possible. here and i have want them to give a test which is atleast 30 mins long",https://www.shl.com/solutions/products/product-catalog/view/entry-level-sales-7-1/
"i have a jd job description people science. people answers ! do you love contributing to commercial growth and success? join as a presales specialist! in this role, you’ll support the presales function and commercial teams by building custom client demos, developing rfp responses, writing high quality statements of work, ensuring our deals are appropriately scoped and priced. an excellent benefits package is offered in a culture where career development, with ongoing manager guidance, collaboration, flexibility, diversity and inclusivity are all intrinsic to our culture. there is a huge investment in shl currently so there ’ s no better time to become a part of something transformational. hybrid working is available this role is based in the us. candidates must be eligible to work in the us without sponsorship. shl does not offer visa sponsorship. the presales specialist is responsible for creating, curating, and presenting compelling content to support the solution architects and sales team during the presales phase. this includes: building custom demos responding to rfps maintaining knowledge of shl commercial offerings, pricing, and platforms. scoping support for commercial opportunities creating compelling proposals presenting solution vision to customers ensuring successful handover from pre-sales to delivery teams maintaining domain expertise in the talent intelligence and hcm space key responsibilities content creation and customization: develop customized content, including proposal (rfi/rfp) presentations, product demos and word/excel proposals, to support the presales process. create engaging content that clearly communicates the value proposition of shl’s solutions and services collaborate with solution architects and sales teams to ensure content aligns with client requirements, business goals, strategy collaboration with sales and technical (coe) teams: work closely with centre of excellence to understand client technical requirements and submission planning. professional services: be an expert on what products and services we deliver. ensure all aspects of client engagements can be delivered and set realistic timelines product: allowing a solid understanding of our solutions and stay appraised of digital roadmap and releases customer engagement support sales teams getting ready for client meetings, demos, and presentations help refine product positioning and messaging to resonate with the client’s industry and business context. content strategy and development develop and maintain a local library of reusable content, templates, and resources for presales presentations, proposals, and client demos. continuously assess the effectiveness of content and iterate based on client feedback and sales outcomes. stay up to date with industry trends, competitor content, and customer preferences to enhance content quality required skills and qualifications: qualification in technology, marketing, communications, business, or a related field ideally 2-4 years of experience in a presales or commercial operations preferably within a technology, saas or services industry. strong writing, editing, and presentation skills with an ability to craft clear, persuasive, and engaging content. experience with design tools (e.g., powerpoint, synthesia, adobe, canva). strong communication and collaboration skills to work cross-functional teams. ability to quickly understand customer needs and develop content that resonates with different audiences. attention to detail and ability to manage multiple content development projects simultaneously. utility player! you thrive in the unknown and enjoy wearing multiple hats desirable presales tools: walnut, custom report developer tools marketing skills: canva, synthesia contracting skills: experience writing statements of work proposal skills: populating responses to rfps, loopio technical skills: understanding of hr technology and workflows. experience solutioning complex integrations. get in touch find out how this one-off opportunity can help you to achieve your career goals by making an application to our knowledgeable talent acquisition team. choose a new path with shl. #presalesoperations #shl #careersatshl about us we unlock the possibilities of businesses through the power of people, science and technology. we started this industry of people insight more than 40 years ago and continue to lead the market with powerhouse product launches, ground-breaking science and business transformation. when you inspire and transform people’s lives, you will experience the greatest business outcomes possible. shl’s products insights, experiences, and services can help achieve growth at scale. what shl can offer you diversity, equity, inclusion and accessibility are key threads in the fabric of shl’s business and culture (find out more about dei and accessibility at shl ) employee benefits package that takes care of you and your family. support, coaching, and on-the-job development to achieve career success a fun and flexible workplace where you’ll be inspired to do your best work (find out more lifeatshl ) the ability to transform workplaces around the world for others. shl is an equal opportunity employer. we support and encourage applications from a diverse range of candidates. we can, and do make adjustments to make sure our recruitment process is as inclusive as possible. here and i have want them to give a test which is atleast 30 mins long",https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-numerical-calculation/
"i am new looking for new graduates in my sales team, suggest an 30 min long assessment",https://www.shl.com/solutions/products/product-catalog/view/entry-level-sales-solution/
"i am new looking for new graduates in my sales team, suggest an 30 min long assessment",https://www.shl.com/solutions/products/product-catalog/view/entry-level-sales-sift-out-7-1/
"i am new looking for new graduates in my sales team, suggest an 30 min long assessment",https://www.shl.com/solutions/products/product-catalog/view/entry-level-sales-7-1/
"i am new looking for new graduates in my sales team, suggest an 30 min long assessment",https://www.shl.com/solutions/products/product-catalog/view/technical-sales-associate-solution/
"i am new looking for new graduates in my sales team, suggest an 30 min long assessment",https://www.shl.com/solutions/products/product-catalog/view/manual-testing-new/
"for marketing - content writer position department: marketing location: gurugram about company shopclues.com is india's leading e-commerce platform that is focused on changing the shopping scenario of the country. we are the one-stop platform for everything from electronics to fashion to home & kitchen. the company visions to be the largest and most customer-centric e-commerce platform for india. shopclues.com has been operating out of silicon valley since february 2011 and has its headquarters in gurugram. the company launched its beta version on 26th january 2012 and has been constantly evolving since then for the better. our culture we are a team of enthusiastic and determined individuals, who believe in working together with lots of energy, bringing continuous innovations to the organization, and celebrating every bit of it. we provide equal opportunity to each individual and look forward to executing the best ideas. the typical creative process involves discussing the campaign's core message and target audience brainstorming visual and copy ideas with other members of the creative team visualizing different forms of communication approaches for various marketing platforms like website, email, social, etc. for shopclues. generating stories for brands core blog, and other content-driven platforms. overseeing the production phase till the final output. experience in the publishing of push notification and unique product description.",https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-sales-new/
"for marketing - content writer position department: marketing location: gurugram about company shopclues.com is india's leading e-commerce platform that is focused on changing the shopping scenario of the country. we are the one-stop platform for everything from electronics to fashion to home & kitchen. the company visions to be the largest and most customer-centric e-commerce platform for india. shopclues.com has been operating out of silicon valley since february 2011 and has its headquarters in gurugram. the company launched its beta version on 26th january 2012 and has been constantly evolving since then for the better. our culture we are a team of enthusiastic and determined individuals, who believe in working together with lots of energy, bringing continuous innovations to the organization, and celebrating every bit of it. we provide equal opportunity to each individual and look forward to executing the best ideas. the typical creative process involves discussing the campaign's core message and target audience brainstorming visual and copy ideas with other members of the creative team visualizing different forms of communication approaches for various marketing platforms like website, email, social, etc. for shopclues. generating stories for brands core blog, and other content-driven platforms. overseeing the production phase till the final output. experience in the publishing of push notification and unique product description.",https://www.shl.com/solutions/products/product-catalog/view/marketing-new/
"for marketing - content writer position department: marketing location: gurugram about company shopclues.com is india's leading e-commerce platform that is focused on changing the shopping scenario of the country. we are the one-stop platform for everything from electronics to fashion to home & kitchen. the company visions to be the largest and most customer-centric e-commerce platform for india. shopclues.com has been operating out of silicon valley since february 2011 and has its headquarters in gurugram. the company launched its beta version on 26th january 2012 and has been constantly evolving since then for the better. our culture we are a team of enthusiastic and determined individuals, who believe in working together with lots of energy, bringing continuous innovations to the organization, and celebrating every bit of it. we provide equal opportunity to each individual and look forward to executing the best ideas. the typical creative process involves discussing the campaign's core message and target audience brainstorming visual and copy ideas with other members of the creative team visualizing different forms of communication approaches for various marketing platforms like website, email, social, etc. for shopclues. generating stories for brands core blog, and other content-driven platforms. overseeing the production phase till the final output. experience in the publishing of push notification and unique product description.",https://www.shl.com/solutions/products/product-catalog/view/digital-advertising-new/
"for marketing - content writer position department: marketing location: gurugram about company shopclues.com is india's leading e-commerce platform that is focused on changing the shopping scenario of the country. we are the one-stop platform for everything from electronics to fashion to home & kitchen. the company visions to be the largest and most customer-centric e-commerce platform for india. shopclues.com has been operating out of silicon valley since february 2011 and has its headquarters in gurugram. the company launched its beta version on 26th january 2012 and has been constantly evolving since then for the better. our culture we are a team of enthusiastic and determined individuals, who believe in working together with lots of energy, bringing continuous innovations to the organization, and celebrating every bit of it. we provide equal opportunity to each individual and look forward to executing the best ideas. the typical creative process involves discussing the campaign's core message and target audience brainstorming visual and copy ideas with other members of the creative team visualizing different forms of communication approaches for various marketing platforms like website, email, social, etc. for shopclues. generating stories for brands core blog, and other content-driven platforms. overseeing the production phase till the final output. experience in the publishing of push notification and unique product description.",https://www.shl.com/solutions/products/product-catalog/view/technical-sales-associate-solution/
"for marketing - content writer position department: marketing location: gurugram about company shopclues.com is india's leading e-commerce platform that is focused on changing the shopping scenario of the country. we are the one-stop platform for everything from electronics to fashion to home & kitchen. the company visions to be the largest and most customer-centric e-commerce platform for india. shopclues.com has been operating out of silicon valley since february 2011 and has its headquarters in gurugram. the company launched its beta version on 26th january 2012 and has been constantly evolving since then for the better. our culture we are a team of enthusiastic and determined individuals, who believe in working together with lots of energy, bringing continuous innovations to the organization, and celebrating every bit of it. we provide equal opportunity to each individual and look forward to executing the best ideas. the typical creative process involves discussing the campaign's core message and target audience brainstorming visual and copy ideas with other members of the creative team visualizing different forms of communication approaches for various marketing platforms like website, email, social, etc. for shopclues. generating stories for brands core blog, and other content-driven platforms. overseeing the production phase till the final output. experience in the publishing of push notification and unique product description.",https://www.shl.com/solutions/products/product-catalog/view/search-engine-optimization-new/
"i want to hire a product manager with 3-4 years of work experience and expertise in sdlc, jira and confluence",https://www.shl.com/solutions/products/product-catalog/view/manager-8-0-jfa-4310/
"i want to hire a product manager with 3-4 years of work experience and expertise in sdlc, jira and confluence",https://www.shl.com/solutions/products/product-catalog/view/professional-7-0-solution-3958/
"i want to hire a product manager with 3-4 years of work experience and expertise in sdlc, jira and confluence",https://www.shl.com/solutions/products/product-catalog/view/entry-level-sales-7-1/
"i want to hire a product manager with 3-4 years of work experience and expertise in sdlc, jira and confluence",https://www.shl.com/solutions/products/product-catalog/view/core-java-entry-level-new/
"i want to hire a product manager with 3-4 years of work experience and expertise in sdlc, jira and confluence",https://www.shl.com/solutions/products/product-catalog/view/entry-level-sales-sift-out-7-1/
"suggest me an assessment for the jd below job description find purpose in each day while contributing to a workplace revolution! shl, people science. people answers. are you a driven business professional eager to develop your career by contributing directly to business success? shl is seeking a finance & operations analyst to join our ams team! the finance & operations analyst will provide insights, analysis, and guidance to commercial teams to drive informed outcomes. this role bridges the gap between finance & operations and the business, ensuring alignment with the organization’s strategic goals and delivering value-added advice to improve performance. an excellent benefits package is offered in a culture where career development, with ongoing manager guidance, collaboration, flexibility, diversity and inclusivity are all intrinsic to our culture. there is a huge investment in shl currently so there’s no better time to become a part of something transformational. hybrid working is available. what you will be doing financial reporting: deliver accurate monthly management accounts, variance evaluation, and kpi insights to help data-driven decision-making. budgeting & forecasting: assist in preparing budgets and forecasts, identifying financial risks, opportunities, and recommending strategic actions. business partnering: act as the primary finance contact, collaborating with sales, marketing, and operations on pricing, investments, and business cases. cost management: monitor and evaluate costs, ensuring budget alignment and identifying cost-saving opportunities without compromising service quality. performance insights: track financial kpis, providing actionable insights to enhance business performance and profitability. process improvement: streamline financial processes, implement top practices, and guidance system enhancements for efficiency and accuracy. ad-hoc analysis : provide financial insights to assist business initiatives, projects, and outcomes. assist senior finance team members with reporting, insight, and financial planning. what we are looking for from you: experience in finance, accounting, business, or a related field. 1-2 years of experience in a financial, analytical, or commercial role. experience in financial modeling, excel, and accounting systems (e.g., sap, oracle, or similar). knowledge of commercial operations and drivers of profitability. strong analytical and critical thinking techniques with attention to detail. excellent relationship-building and communication techniques, able to present financial data clearly to non-finance stakeholders. proactive and self-motivated, with a collaborative approach to work. get in touch find out how this one-off opportunity can help you to achieve your career goals by making an application to our knowledgeable and friendly talent acquisition team. choose a new path with shl. #careersatshl #shlhiringtalent #hybridrole # salesoperationsjobs #financeanalystjobs #salesjobs about us we unlock the possibilities of businesses through the power of people, science and technology. we started this industry of people insight more than 40 years ago and continue to lead the market with powerhouse product launches, ground-breaking science and business transformation. when you inspire and transform people’s lives, you will experience the greatest business outcomes possible. shl’s products insights, experiences, and services can help achieve growth at scale. what shl can offer you diversity, equity, inclusion and accessibility are key threads in the fabric of shl’s business and culture (find out more about dei and accessibility at shl ) employee benefits package that takes care of you and your family. support, coaching, and on-the-job development to achieve career success a fun and flexible workplace where you’ll be inspired to do your best work (find out more lifeatshl ) the ability to transform workplaces around the world for others. shl is an equal opportunity employer. we support and encourage applications from a diverse range of candidates. we can, and do make adjustments to make sure our recruitment process is as inclusive as possible.",https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-numerical-calculation/
